time,gyro_x,gyro_y,gyro_z,absolute,activity
0 days 00:03:16,-0.605,-4.12,-0.28,4.17,walking
0 days 00:03:16,-0.427,-4.64,-0.222,4.66,walking
0 days 00:03:16,-0.439,-4.78,-0.156,4.8,walking
0 days 00:03:16,-0.708,-4.53,-0.108,4.59,walking
0 days 00:03:16,-1.07,-4.05,-0.0291,4.19,walking
0 days 00:03:16,-1.37,-3.46,0.0507,3.72,walking
0 days 00:03:16,-1.52,-2.8,0.0886,3.19,walking
0 days 00:03:16,-1.5,-2.15,0.103,2.62,walking
0 days 00:03:16,-1.31,-1.59,0.119,2.06,walking
0 days 00:03:16,-1.03,-1.2,0.15,1.59,walking
0 days 00:03:16,-0.758,-1.01,0.186,1.28,walking
0 days 00:03:16,-0.608,-0.885,0.211,1.09,walking
0 days 00:03:16,-0.547,-0.755,0.211,0.956,walking
0 days 00:03:16,-0.539,-0.666,0.186,0.877,walking
0 days 00:03:16,-0.58,-0.743,0.169,0.957,walking
0 days 00:03:16,-0.677,-0.936,0.132,1.16,walking
0 days 00:03:16,-0.809,-1.12,0.101,1.39,walking
0 days 00:03:16,-0.937,-1.26,0.0809,1.58,walking
0 days 00:03:16,-1,-1.34,0.0607,1.68,walking
0 days 00:03:16,-0.983,-1.35,0.0653,1.67,walking
0 days 00:03:16,-0.935,-1.34,0.0662,1.64,walking
0 days 00:03:16,-0.897,-1.29,0.0631,1.58,walking
0 days 00:03:16,-0.874,-1.15,0.0596,1.44,walking
0 days 00:03:16,-0.871,-0.94,0.064,1.28,walking
0 days 00:03:16,-0.846,-0.636,0.0869,1.06,walking
0 days 00:03:16,-0.782,-0.361,0.0759,0.865,walking
0 days 00:03:16,-0.688,-0.166,0.0762,0.712,walking
0 days 00:03:16,-0.593,0.0211,0.128,0.607,walking
0 days 00:03:16,-0.533,0.192,0.198,0.6,walking
0 days 00:03:16,-0.484,0.299,0.239,0.617,walking
0 days 00:03:16,-0.428,0.199,0.243,0.531,walking
0 days 00:03:16,-0.413,-0.158,0.223,0.496,walking
0 days 00:03:16,-0.413,-0.574,0.188,0.732,walking
0 days 00:03:16,-0.435,-0.946,0.125,1.05,walking
0 days 00:03:16,-0.458,-1.26,0.0457,1.34,walking
0 days 00:03:16,-0.472,-1.5,-0.0124,1.57,walking
0 days 00:03:16,-0.471,-1.65,-0.0611,1.72,walking
0 days 00:03:16,-0.463,-1.72,-0.109,1.79,walking
0 days 00:03:16,-0.449,-1.67,-0.135,1.74,walking
0 days 00:03:16,-0.418,-1.51,-0.149,1.57,walking
0 days 00:03:16,-0.352,-1.28,-0.149,1.34,walking
0 days 00:03:16,-0.258,-1.03,-0.1,1.07,walking
0 days 00:03:16,-0.142,-0.76,-0.0399,0.775,walking
0 days 00:03:16,-0.0403,-0.484,-0.000261,0.485,walking
0 days 00:03:16,0.0341,-0.221,0.0337,0.226,walking
0 days 00:03:16,0.0824,0.00802,0.0894,0.122,walking
0 days 00:03:16,0.162,0.154,0.127,0.257,walking
0 days 00:03:16,0.345,0.169,0.0986,0.396,walking
0 days 00:03:16,0.613,0.0944,0.0439,0.622,walking
0 days 00:03:16,0.892,0.0462,0.0672,0.895,walking
0 days 00:03:16,1.13,0.0739,0.138,1.14,walking
0 days 00:03:16,1.37,0.0713,0.207,1.39,walking
0 days 00:03:16,1.61,0.062,0.215,1.62,walking
0 days 00:03:16,1.84,0.0862,0.142,1.85,walking
0 days 00:03:16,2.09,0.172,0.00947,2.1,walking
0 days 00:03:16,2.34,0.316,-0.139,2.36,walking
0 days 00:03:16,2.55,0.51,-0.243,2.62,walking
0 days 00:03:16,2.72,0.742,-0.257,2.83,walking
0 days 00:03:16,2.8,1.07,-0.184,3,walking
0 days 00:03:16,2.79,1.57,-0.0678,3.2,walking
0 days 00:03:16,2.7,2.31,0.0316,3.55,walking
0 days 00:03:16,2.27,2.7,0.231,3.54,walking
0 days 00:03:16,1.34,2.64,0.4,2.99,walking
0 days 00:03:16,0.984,2.3,0.492,2.55,walking
0 days 00:03:16,1.15,1.65,0.676,2.12,walking
0 days 00:03:16,1.45,0.84,0.714,1.82,walking
0 days 00:03:16,1.7,0.22,0.652,1.83,walking
0 days 00:03:16,1.78,-0.00367,0.577,1.87,walking
0 days 00:03:16,1.73,0.0705,0.505,1.81,walking
0 days 00:03:16,1.61,0.469,0.386,1.72,walking
0 days 00:03:16,1.49,1.02,0.281,1.82,walking
0 days 00:03:16,1.44,1.32,0.3,1.98,walking
0 days 00:03:16,1.45,1.53,0.373,2.14,walking
0 days 00:03:16,1.43,1.67,0.357,2.23,walking
0 days 00:03:16,1.39,1.68,0.202,2.19,walking
0 days 00:03:16,1.37,1.48,0.0483,2.01,walking
0 days 00:03:16,1.33,1.15,0.00388,1.76,walking
0 days 00:03:16,1.26,0.938,0.00914,1.57,walking
0 days 00:03:16,1.31,0.986,-0.0129,1.64,walking
0 days 00:03:16,1.42,1.16,-0.0389,1.84,walking
0 days 00:03:16,1.45,1.19,-0.0573,1.87,walking
0 days 00:03:16,1.41,1.11,-0.0939,1.8,walking
0 days 00:03:16,1.33,1.02,-0.144,1.68,walking
0 days 00:03:16,1.19,0.944,-0.178,1.53,walking
0 days 00:03:16,1.01,0.845,-0.223,1.33,walking
0 days 00:03:16,0.793,0.675,-0.284,1.08,walking
0 days 00:03:16,0.656,0.663,-0.279,0.974,walking
0 days 00:03:16,0.524,0.583,-0.275,0.831,walking
0 days 00:03:16,0.414,0.494,-0.287,0.706,walking
0 days 00:03:16,0.316,0.447,-0.319,0.634,walking
0 days 00:03:16,0.227,0.396,-0.326,0.561,walking
0 days 00:03:16,0.119,0.391,-0.343,0.534,walking
0 days 00:03:17,-0.0224,0.423,-0.364,0.558,walking
0 days 00:03:17,-0.184,0.494,-0.353,0.634,walking
0 days 00:03:17,-0.337,0.569,-0.344,0.745,walking
0 days 00:03:17,-0.458,0.676,-0.359,0.892,walking
0 days 00:03:17,-0.54,0.739,-0.401,0.999,walking
0 days 00:03:17,-0.549,0.754,-0.381,1.01,walking
0 days 00:03:17,-0.513,0.848,-0.419,1.08,walking
0 days 00:03:17,-0.474,0.91,-0.483,1.13,walking
0 days 00:03:17,-0.441,0.956,-0.531,1.18,walking
0 days 00:03:17,-0.397,1.07,-0.606,1.3,walking
0 days 00:03:17,-0.331,1.15,-0.687,1.38,walking
0 days 00:03:17,-0.22,1.28,-0.743,1.5,walking
0 days 00:03:17,-0.0908,1.38,-0.786,1.59,walking
0 days 00:03:17,0.0261,1.35,-0.755,1.55,walking
0 days 00:03:17,0.18,1.26,-0.685,1.44,walking
0 days 00:03:17,0.381,1.01,-0.598,1.24,walking
0 days 00:03:17,0.588,0.765,-0.556,1.11,walking
0 days 00:03:17,0.733,0.66,-0.547,1.13,walking
0 days 00:03:17,0.734,0.552,-0.585,1.09,walking
0 days 00:03:17,0.632,0.448,-0.67,1.02,walking
0 days 00:03:17,0.49,0.435,-0.742,0.989,walking
0 days 00:03:17,0.371,0.585,-0.812,1.07,walking
0 days 00:03:17,0.28,0.771,-0.807,1.15,walking
0 days 00:03:17,0.183,0.929,-0.734,1.2,walking
0 days 00:03:17,0.088,1.12,-0.597,1.28,walking
0 days 00:03:17,0.0771,1.28,-0.404,1.34,walking
0 days 00:03:17,0.273,1.32,-0.224,1.36,walking
0 days 00:03:17,0.581,1.19,-0.114,1.33,walking
0 days 00:03:17,0.665,1.02,-0.0474,1.22,walking
0 days 00:03:17,0.532,0.832,-0.071,0.99,walking
0 days 00:03:17,0.378,0.448,-0.219,0.626,walking
0 days 00:03:17,0.23,-0.35,-0.401,0.58,walking
0 days 00:03:17,0.0713,-1.31,-0.529,1.41,walking
0 days 00:03:17,-0.0578,-1.82,-0.633,1.92,walking
0 days 00:03:17,-0.197,-1.79,-0.638,1.91,walking
0 days 00:03:17,-0.419,-1.59,-0.541,1.73,walking
0 days 00:03:17,-0.794,-1.31,-0.362,1.57,walking
0 days 00:03:17,-1.4,-0.867,-0.0865,1.65,walking
0 days 00:03:17,-2.03,-0.493,0.296,2.11,walking
0 days 00:03:17,-2.58,-0.478,0.739,2.73,walking
0 days 00:03:17,-3.01,-0.769,1.17,3.32,walking
0 days 00:03:17,-3.07,-1.25,1.32,3.57,walking
0 days 00:03:17,-2.59,-1.69,1.12,3.29,walking
0 days 00:03:17,-1.83,-1.6,0.771,2.55,walking
0 days 00:03:17,-1.11,-1.32,0.362,1.77,walking
0 days 00:03:17,-0.616,-1.13,0.07,1.29,walking
0 days 00:03:17,-0.289,-0.984,-0.0725,1.03,walking
0 days 00:03:17,-0.109,-0.899,-0.276,0.946,walking
0 days 00:03:17,-0.0622,-1.01,-0.458,1.11,walking
0 days 00:03:17,-0.269,-1.34,-0.487,1.45,walking
0 days 00:03:17,-0.65,-1.42,-0.46,1.63,walking
0 days 00:03:17,-1.02,-1.11,-0.596,1.62,walking
0 days 00:03:17,-1.36,-0.745,-0.751,1.73,walking
0 days 00:03:17,-1.64,-0.509,-0.743,1.87,walking
0 days 00:03:17,-1.78,-0.383,-0.628,1.93,walking
0 days 00:03:17,-1.77,-0.342,-0.484,1.86,walking
0 days 00:03:17,-1.64,-0.435,-0.386,1.74,walking
0 days 00:03:17,-1.46,-0.714,-0.326,1.66,walking
0 days 00:03:17,-1.25,-1.13,-0.281,1.71,walking
0 days 00:03:17,-1.06,-1.52,-0.234,1.86,walking
0 days 00:03:17,-0.994,-1.71,-0.203,1.98,walking
0 days 00:03:17,-0.96,-1.57,-0.167,1.85,walking
0 days 00:03:17,-0.874,-1.17,-0.104,1.47,walking
0 days 00:03:17,-0.799,-0.639,-0.052,1.02,walking
0 days 00:03:17,-0.782,-0.0704,-0.019,0.786,walking
0 days 00:03:17,-0.835,0.407,0.0194,0.929,walking
0 days 00:03:17,-0.92,0.775,0.0527,1.2,walking
0 days 00:03:17,-0.98,1,0.078,1.41,walking
0 days 00:03:17,-0.975,1.06,0.097,1.44,walking
0 days 00:03:17,-0.894,0.93,0.123,1.3,walking
0 days 00:03:17,-0.783,0.569,0.145,0.979,walking
0 days 00:03:17,-0.68,0.0174,0.14,0.694,walking
0 days 00:03:17,-0.552,-0.534,0.112,0.776,walking
0 days 00:03:17,-0.447,-0.972,0.105,1.07,walking
0 days 00:03:17,-0.378,-1.25,0.108,1.31,walking
0 days 00:03:17,-0.375,-1.35,0.099,1.41,walking
0 days 00:03:17,-0.456,-1.28,0.0736,1.36,walking
0 days 00:03:17,-0.477,-1.16,0.0269,1.25,walking
0 days 00:03:17,-0.436,-1.06,-0.0508,1.15,walking
0 days 00:03:17,-0.443,-0.986,-0.092,1.08,walking
0 days 00:03:17,-0.554,-0.872,-0.0733,1.04,walking
0 days 00:03:17,-0.702,-0.727,-0.0659,1.01,walking
0 days 00:03:17,-0.882,-0.564,-0.0658,1.05,walking
0 days 00:03:17,-1.06,-0.395,-0.036,1.13,walking
0 days 00:03:17,-1.16,-0.28,0.0219,1.19,walking
0 days 00:03:17,-1.12,-0.278,0.0747,1.15,walking
0 days 00:03:17,-0.924,-0.397,0.107,1.01,walking
0 days 00:03:17,-0.621,-0.59,0.106,0.863,walking
0 days 00:03:17,-0.297,-0.806,0.079,0.862,walking
0 days 00:03:17,-0.0631,-1.02,0.0178,1.02,walking
0 days 00:03:17,-0.0113,-1.23,-0.0613,1.23,walking
0 days 00:03:17,-0.113,-1.42,-0.141,1.43,walking
0 days 00:03:17,-0.313,-1.58,-0.186,1.62,walking
0 days 00:03:17,-0.496,-1.75,-0.182,1.83,walking
0 days 00:03:17,-0.553,-1.87,-0.164,1.96,walking
0 days 00:03:17,-0.455,-1.96,-0.146,2.01,walking
0 days 00:03:17,-0.248,-2.01,-0.126,2.03,walking
0 days 00:03:17,0.0169,-1.99,-0.0794,1.99,walking
0 days 00:03:17,0.261,-1.76,-0.0489,1.78,walking
0 days 00:03:17,0.518,-1.41,-0.0428,1.5,walking
